monthly_income,payment_history_rate,savings_level,active_credits,debt_ratio,payment_capacity,employment_months,conventional_score,product_count,has_mora,age,intelligent_score,profile,recommended_products
5215.75,87.86,0.0,0,27.37,72.63,82,75,3,0,33,72,ADVANCED,Credito hipotecario; Productos premium; Linea paralela
12739.41,87.44,10820.87,1,33.1,66.9,360,85,3,0,57,78,ADVANCED,Cuenta sueldo premium; Credito vehicular; Credito hipotecario
10881.99,36.69,11585.6,6,65.25,34.75,113,36,2,1,28,10,BASIC,Programa de educacion financiera; Debito automatico
8367.81,86.1,34850.77,3,42.26,57.74,34,84,4,0,26,81,ADVANCED,Cuenta sueldo premium; Fondos mutuos; Linea paralela; Productos premium
8989.94,78.32,36178.5,2,28.13,71.87,2,82,4,0,22,80,ADVANCED,Productos premium; Linea paralela; Credito hipotecario; Fondos mutuos
11170.52,68.9,42933.47,3,61.77,38.23,208,83,2,0,48,73,ADVANCED,Linea paralela; Credito vehicular
7158.69,100.0,14103.51,1,8.79,91.21,140,92,2,0,34,92,ADVANCED,Credito hipotecario; Linea paralela
3846.75,89.23,0.0,2,50.9,49.1,226,73,3,0,39,67,INTERMEDIATE,Prestamo personal; Credito de consumo; Consolidacion de deuda
6172.99,94.82,1461.06,2,78.1,21.9,9,65,2,0,18,50,BASIC,Cuenta de ahorro; Microcredito controlado
9383.11,54.23,0.0,2,60.27,39.73,46,43,2,1,19,25,BASIC,Ahorro programado; Debito automatico
5182.52,98.48,27379.59,6,48.82,51.18,92,77,3,0,36,79,INTERMEDIATE,Seguro de proteccion de pagos; Prestamo personal; Credito de consumo
2863.26,76.36,726.1,1,33.67,66.33,252,73,4,0,67,67,INTERMEDIATE,Consolidacion de deuda; Tarjeta de credito inicial; Prestamo personal; Credito de consumo
5449.35,62.9,17378.45,1,84.39,15.61,158,80,2,0,35,57,BASIC,Ahorro programado; Cuenta de ahorro
11286.04,59.44,19399.7,6,67.24,32.76,282,47,2,1,40,24,BASIC,Programa de educacion financiera; Cuenta de ahorro
4721.45,59.93,0.0,0,21.0,79.0,284,52,2,1,45,38,BASIC,Microcredito controlado; Ahorro programado
2233.38,86.97,151.85,0,28.74,71.26,140,75,3,0,30,72,ADVANCED,Fondos mutuos; Linea paralela; Cuenta sueldo premium
6061.02,83.85,9897.03,5,31.06,68.94,360,76,2,0,59,76,INTERMEDIATE,Prestamo personal; Seguro de proteccion de pagos
4810.77,87.07,23712.49,2,35.32,64.68,60,84,3,0,22,82,ADVANCED,Linea paralela; Credito hipotecario; Productos premium
12262.68,78.25,16467.35,1,25.06,74.94,111,88,2,0,48,82,ADVANCED,Productos premium; Cuenta sueldo premium
7609.64,67.28,42859.94,0,51.76,48.24,66,85,4,0,28,76,ADVANCED,Credito vehicular; Cuenta sueldo premium; Credito hipotecario; Productos premium
9243.3,77.04,0.0,0,26.14,73.86,310,78,4,0,52,71,ADVANCED,Credito vehicular; Credito hipotecario; Fondos mutuos; Cuenta sueldo premium
13468.3,96.21,53368.57,1,13.84,86.16,107,100,3,0,37,96,ADVANCED,Productos premium; Credito vehicular; Credito hipotecario
6042.19,65.53,1728.79,0,16.88,83.12,341,56,2,1,69,43,BASIC,Ahorro programado; Cuenta de ahorro
6920.92,80.97,1378.93,0,55.67,44.33,50,69,3,0,24,63,INTERMEDIATE,Prestamo personal; Consolidacion de deuda; Tarjeta de credito inicial
16467.82,81.24,24421.54,4,69.73,30.27,73,75,2,0,26,56,BASIC,Ahorro programado; Microcredito controlado
14014.29,95.84,24811.63,0,29.57,70.43,127,96,4,0,34,92,ADVANCED,Credito hipotecario; Productos premium; Credito vehicular; Fondos mutuos
9434.81,65.94,10971.52,0,14.62,85.38,92,63,2,1,32,51,BASIC,Microcredito controlado; Debito automatico
3792.81,93.31,9724.47,1,52.38,47.62,360,87,2,0,49,82,ADVANCED,Credito hipotecario; Productos premium
3822.42,59.81,0.0,1,29.74,70.26,201,50,2,1,54,35,BASIC,Cuenta de ahorro; Debito automatico
12412.3,70.52,47317.32,2,62.43,37.57,140,84,2,0,41,74,ADVANCED,Credito hipotecario; Linea paralela
9327.68,76.6,4285.56,1,24.23,75.77,210,81,2,0,36,74,ADVANCED,Productos premium; Fondos mutuos
14027.64,77.75,0.0,0,12.58,87.42,216,85,4,0,42,77,ADVANCED,Credito hipotecario; Fondos mutuos; Credito vehicular; Linea paralela
6896.36,61.2,10914.94,1,60.42,39.58,234,52,2,1,43,35,BASIC,Debito automatico; Programa de educacion financiera
7553.73,32.85,24946.16,2,96.07,3.93,161,48,2,1,43,15,BASIC,Cuenta de ahorro; Programa de educacion financiera
3944.31,96.27,5181.13,1,56.38,43.62,124,77,2,0,35,72,ADVANCED,Productos premium; Linea paralela
9038.34,66.34,40130.56,0,44.9,55.1,43,84,4,0,22,76,ADVANCED,Fondos mutuos; Credito hipotecario; Cuenta sueldo premium; Credito vehicular
9267.02,84.41,0.0,1,13.52,86.48,214,82,3,0,37,77,ADVANCED,Linea paralela; Productos premium; Cuenta sueldo premium
5348.03,78.8,11071.02,1,10.99,89.01,153,88,3,0,30,86,ADVANCED,Cuenta sueldo premium; Productos premium; Fondos mutuos
12594.15,83.32,40717.65,1,28.41,71.59,272,91,2,0,43,85,ADVANCED,Linea paralela; Fondos mutuos
7809.33,86.8,11194.09,0,41.05,58.95,131,82,4,0,29,76,ADVANCED,Cuenta sueldo premium; Credito vehicular; Linea paralela; Fondos mutuos
8846.67,50.6,14064.65,6,73.73,26.27,73,34,2,1,29,11,BASIC,Cuenta de ahorro; Programa de educacion financiera
8261.26,92.08,0.0,0,32.27,67.73,43,75,2,0,26,72,ADVANCED,Credito hipotecario; Credito vehicular
5381.49,84.44,23778.14,1,36.9,63.1,53,82,3,0,22,80,ADVANCED,Productos premium; Linea paralela; Cuenta sueldo premium
9477.44,86.97,0.0,0,21.76,78.24,155,82,2,0,34,76,ADVANCED,Fondos mutuos; Credito vehicular
4849.3,89.94,7368.45,1,38.83,61.17,142,82,2,0,30,79,ADVANCED,Cuenta sueldo premium; Productos premium
9455.37,71.59,17677.95,0,47.79,52.21,128,61,2,1,31,46,BASIC,Ahorro programado; Programa de educacion financiera
14476.78,77.65,30574.55,1,24.78,75.22,193,88,4,0,63,81,ADVANCED,Linea paralela; Credito hipotecario; Fondos mutuos; Credito vehicular
8568.18,80.4,35139.41,0,40.63,59.37,253,87,2,0,65,81,ADVANCED,Fondos mutuos; Credito hipotecario
7898.92,54.78,24384.97,4,56.14,43.86,154,53,2,1,31,38,BASIC,Ahorro programado; Programa de educacion financiera
1828.22,88.53,5486.69,1,39.65,60.35,47,77,4,0,24,77,ADVANCED,Fondos mutuos; Productos premium; Linea paralela; Credito vehicular
7271.13,78.6,0.0,0,13.47,86.53,77,76,2,0,25,72,ADVANCED,Credito hipotecario; Fondos mutuos
3722.66,42.97,10026.32,0,88.78,11.22,120,49,2,1,26,19,BASIC,Cuenta de ahorro; Ahorro programado
8568.14,61.78,18938.13,2,34.56,65.44,134,61,2,1,50,46,BASIC,Cuenta de ahorro; Debito automatico
13118.96,77.46,45603.8,0,32.43,67.57,150,93,3,0,36,86,ADVANCED,Productos premium; Credito hipotecario; Cuenta sueldo premium
13176.96,82.44,36896.24,1,38.35,61.65,360,95,4,0,57,87,ADVANCED,Credito vehicular; Productos premium; Cuenta sueldo premium; Fondos mutuos
9067.91,83.37,8477.27,1,45.86,54.14,36,74,3,0,23,69,INTERMEDIATE,Seguro de proteccion de pagos; Prestamo personal; Tarjeta de credito inicial
3346.25,94.99,0.0,3,27.57,72.43,135,78,4,0,29,75,ADVANCED,Fondos mutuos; Linea paralela; Credito hipotecario; Cuenta sueldo premium
7704.97,59.78,36759.0,1,43.45,56.55,54,58,2,1,24,45,BASIC,Ahorro programado; Cuenta de ahorro
4556.16,71.31,17479.84,0,37.55,62.45,171,86,3,0,40,79,ADVANCED,Productos premium; Fondos mutuos; Credito hipotecario
9359.68,92.64,9744.69,1,9.76,90.24,218,91,3,0,61,89,ADVANCED,Productos premium; Credito vehicular; Credito hipotecario
15203.73,86.16,12095.27,3,73.83,26.17,91,78,2,0,27,57,BASIC,Cuenta de ahorro; Debito automatico
7078.45,79.7,3891.66,1,36.78,63.22,60,74,2,0,22,69,INTERMEDIATE,Consolidacion de deuda; Prestamo personal
7564.32,76.85,47267.01,1,81.77,18.23,80,82,2,0,24,61,BASIC,Cuenta de ahorro; Debito automatico
11420.65,82.62,13231.87,4,40.85,59.15,92,77,3,0,25,72,INTERMEDIATE,Credito de consumo; Consolidacion de deuda; Prestamo personal
4129.25,51.68,1077.04,1,43.19,56.81,82,45,2,1,28,29,BASIC,Microcredito controlado; Cuenta de ahorro
3483.53,92.21,23725.61,1,12.73,87.27,150,97,3,0,42,94,ADVANCED,Productos premium; Fondos mutuos; Cuenta sueldo premium
14580.3,64.31,2575.17,0,39.91,60.09,340,59,2,1,55,40,BASIC,Debito automatico; Ahorro programado
6349.24,73.91,15877.02,1,80.87,19.13,160,81,2,0,34,60,BASIC,Cuenta de ahorro; Ahorro programado
5515.71,78.21,26260.63,1,23.39,76.61,104,88,2,0,47,84,ADVANCED,Fondos mutuos; Credito hipotecario
4639.0,92.93,8518.16,0,55.37,44.63,52,76,2,0,23,73,ADVANCED,Credito vehicular; Linea paralela
4102.59,85.24,737.5,2,45.59,54.41,337,74,3,0,46,68,INTERMEDIATE,Consolidacion de deuda; Prestamo personal; Tarjeta de credito inicial
4866.72,77.7,14860.5,0,10.46,89.54,144,92,3,0,39,89,ADVANCED,Credito hipotecario; Productos premium; Fondos mutuos
15357.61,63.51,0.0,0,55.35,44.65,72,52,2,1,27,33,BASIC,Microcredito controlado; Programa de educacion financiera
4282.86,89.19,6557.91,3,42.35,57.65,135,79,3,0,43,75,ADVANCED,Credito vehicular; Productos premium; Cuenta sueldo premium
13229.85,85.87,15841.84,3,40.01,59.99,38,81,2,0,25,76,ADVANCED,Linea paralela; Cuenta sueldo premium
11788.11,83.78,9966.97,0,42.12,57.88,226,85,3,0,36,78,ADVANCED,Credito vehicular; Linea paralela; Credito hipotecario
3476.43,84.06,2693.18,0,20.29,79.71,360,79,3,0,64,76,ADVANCED,Credito hipotecario; Productos premium; Cuenta sueldo premium
3098.53,65.86,1802.26,2,71.12,28.88,130,65,2,0,34,45,BASIC,Cuenta de ahorro; Ahorro programado
17852.73,82.38,0.0,2,21.0,79.0,177,87,2,0,46,78,ADVANCED,Credito hipotecario; Productos premium
9304.01,89.3,17984.65,0,28.76,71.24,99,85,3,0,39,81,ADVANCED,Linea paralela; Cuenta sueldo premium; Fondos mutuos
7265.53,93.47,28046.93,0,46.26,53.74,360,87,3,0,50,83,ADVANCED,Credito hipotecario; Credito vehicular; Cuenta sueldo premium
13343.86,85.82,9858.55,1,45.13,54.87,268,83,4,0,45,74,ADVANCED,Productos premium; Credito vehicular; Credito hipotecario; Linea paralela
5582.97,66.12,6599.41,3,77.83,22.17,22,61,2,0,20,43,BASIC,Debito automatico; Programa de educacion financiera
2890.69,75.98,6287.45,1,74.14,25.86,155,79,2,0,49,61,BASIC,Microcredito controlado; Cuenta de ahorro
5707.09,89.93,12527.55,1,17.78,82.22,28,80,4,0,20,81,ADVANCED,Credito vehicular; Linea paralela; Cuenta sueldo premium; Credito hipotecario
5101.62,96.44,9096.26,1,21.33,78.67,232,87,3,0,58,86,ADVANCED,Productos premium; Cuenta sueldo premium; Fondos mutuos
12002.67,71.2,7311.48,2,55.06,44.94,101,76,3,0,40,66,INTERMEDIATE,Prestamo personal; Tarjeta de credito inicial; Consolidacion de deuda
4921.29,81.24,20597.35,1,30.21,69.79,360,86,2,0,68,83,ADVANCED,Fondos mutuos; Credito vehicular
8818.89,47.46,19842.49,2,47.07,52.93,252,55,2,1,43,37,BASIC,Ahorro programado; Cuenta de ahorro
11756.55,76.53,25086.52,0,23.76,76.24,81,84,4,0,33,78,ADVANCED,Credito hipotecario; Linea paralela; Productos premium; Credito vehicular
3256.14,76.83,6451.91,0,9.15,90.85,106,82,3,0,30,80,ADVANCED,Linea paralela; Productos premium; Credito vehicular
5445.68,78.77,0.0,2,45.67,54.33,0,65,3,0,22,61,INTERMEDIATE,Prestamo personal; Tarjeta de credito inicial; Seguro de proteccion de pagos
13030.12,59.77,51016.93,2,38.04,61.96,144,86,3,0,43,76,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Linea paralela
5772.58,70.73,18017.2,2,36.27,63.73,359,71,2,1,52,55,BASIC,Programa de educacion financiera; Microcredito controlado
7447.62,75.91,22995.19,3,45.71,54.29,83,79,3,0,30,74,ADVANCED,Productos premium; Linea paralela; Credito hipotecario
3430.42,76.07,8069.57,1,42.76,57.24,91,76,3,0,35,72,ADVANCED,Fondos mutuos; Credito vehicular; Credito hipotecario
6345.23,63.76,8743.88,1,32.08,67.92,66,52,2,1,25,39,BASIC,Debito automatico; Programa de educacion financiera
5875.19,71.33,13979.48,0,47.47,52.53,37,73,3,0,18,69,INTERMEDIATE,Tarjeta de credito inicial; Consolidacion de deuda; Prestamo personal
4334.65,70.01,8120.06,1,38.32,61.68,95,74,3,0,36,69,INTERMEDIATE,Credito de consumo; Consolidacion de deuda; Tarjeta de credito inicial
4839.45,49.62,10302.16,1,36.33,63.67,151,54,2,1,41,38,BASIC,Ahorro programado; Programa de educacion financiera
3726.65,52.95,8551.33,6,96.85,3.15,360,32,2,1,60,7,BASIC,Debito automatico; Programa de educacion financiera
5169.94,77.57,5105.83,1,38.95,61.05,275,78,3,0,41,72,ADVANCED,Productos premium; Fondos mutuos; Credito vehicular
2688.86,72.52,16556.39,2,62.88,37.12,356,83,2,0,55,74,ADVANCED,Linea paralela; Fondos mutuos
6831.8,69.33,14716.33,1,35.95,64.05,113,82,3,0,28,76,ADVANCED,Cuenta sueldo premium; Credito vehicular; Fondos mutuos
10131.58,84.16,55657.54,1,16.85,83.15,286,96,4,0,51,91,ADVANCED,Credito vehicular; Linea paralela; Fondos mutuos; Credito hipotecario
14460.84,89.65,16349.44,0,9.13,90.87,221,95,3,0,59,91,ADVANCED,Productos premium; Fondos mutuos; Credito hipotecario
5113.07,82.98,5034.55,1,14.56,85.44,146,83,3,0,49,80,ADVANCED,Linea paralela; Credito hipotecario; Credito vehicular
6515.84,74.34,1149.5,5,66.9,33.1,115,62,2,0,34,46,BASIC,Programa de educacion financiera; Debito automatico
4974.37,60.28,8356.89,5,63.03,36.97,86,43,2,1,27,31,BASIC,Microcredito controlado; Debito automatico
6932.03,64.93,16525.55,1,32.17,67.83,352,59,2,1,48,45,BASIC,Cuenta de ahorro; Programa de educacion financiera
6445.81,86.3,11689.05,0,31.92,68.08,359,87,2,0,48,84,ADVANCED,Cuenta sueldo premium; Credito hipotecario
4298.24,93.24,10420.37,0,49.25,50.75,149,81,3,0,58,77,ADVANCED,Fondos mutuos; Credito vehicular; Linea paralela
6957.28,88.47,18450.09,1,28.33,71.67,82,88,3,0,29,86,ADVANCED,Fondos mutuos; Credito vehicular; Linea paralela
7849.95,100.0,23545.17,4,20.64,79.36,155,94,4,0,38,93,INTERMEDIATE,Credito de consumo; Consolidacion de deuda; Seguro de proteccion de pagos; Tarjeta de credito inicial
5396.8,58.88,0.0,0,49.56,50.44,225,48,2,1,40,31,BASIC,Cuenta de ahorro; Ahorro programado
13513.23,76.65,14078.88,1,35.28,64.72,360,85,4,0,68,77,ADVANCED,Credito vehicular; Linea paralela; Productos premium; Fondos mutuos
3899.23,82.93,9972.61,2,48.73,51.27,360,79,3,0,53,74,ADVANCED,Cuenta sueldo premium; Fondos mutuos; Credito vehicular
8858.45,68.92,0.0,6,86.91,13.09,261,55,2,0,55,37,BASIC,Cuenta de ahorro; Microcredito controlado
5080.93,65.69,20579.62,1,54.7,45.3,59,59,2,1,28,45,BASIC,Debito automatico; Programa de educacion financiera
5238.66,79.04,10751.58,2,74.54,25.46,241,75,2,0,53,57,BASIC,Programa de educacion financiera; Cuenta de ahorro
6030.59,71.84,23370.58,1,19.44,80.56,276,87,3,0,39,83,ADVANCED,Cuenta sueldo premium; Linea paralela; Productos premium
7665.83,81.94,7898.64,6,73.22,26.78,106,62,2,0,25,48,BASIC,Cuenta de ahorro; Microcredito controlado
12305.24,84.58,10744.86,0,53.2,46.8,152,81,3,0,53,72,ADVANCED,Linea paralela; Cuenta sueldo premium; Fondos mutuos
9233.13,72.7,41442.0,0,39.01,60.99,77,66,2,1,33,53,BASIC,Cuenta de ahorro; Debito automatico
6914.21,82.67,21562.42,1,59.0,41.0,352,82,3,0,47,76,ADVANCED,Linea paralela; Fondos mutuos; Credito hipotecario
8772.02,89.31,12959.23,1,22.89,77.11,44,82,3,0,25,81,ADVANCED,Credito vehicular; Fondos mutuos; Linea paralela
7214.42,83.33,6952.28,0,9.25,90.75,50,79,2,0,22,78,ADVANCED,Credito vehicular; Fondos mutuos
8366.86,80.78,5417.72,0,14.52,85.48,44,80,3,0,22,78,ADVANCED,Credito hipotecario; Credito vehicular; Linea paralela
4331.05,64.3,13320.2,1,47.5,52.5,140,56,2,1,42,42,BASIC,Ahorro programado; Debito automatico
8620.08,83.69,5858.09,1,33.03,66.97,203,83,4,0,40,77,ADVANCED,Productos premium; Linea paralela; Credito vehicular; Fondos mutuos
14438.65,47.78,23570.53,6,35.53,64.47,336,52,2,1,57,39,BASIC,Cuenta de ahorro; Microcredito controlado
5735.39,46.53,4431.85,3,55.23,44.77,55,43,2,1,21,27,BASIC,Cuenta de ahorro; Microcredito controlado
3560.52,78.23,9017.31,3,57.31,42.69,75,83,3,0,30,76,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Linea paralela
6316.19,79.0,14011.63,0,64.01,35.99,51,76,2,0,21,71,ADVANCED,Linea paralela; Credito hipotecario
9507.28,96.32,8315.9,0,14.53,85.47,72,84,4,0,35,82,ADVANCED,Linea paralela; Productos premium; Cuenta sueldo premium; Credito hipotecario
3009.35,79.03,5817.26,0,24.39,75.61,30,75,3,0,23,75,ADVANCED,Linea paralela; Credito vehicular; Cuenta sueldo premium
10823.51,83.84,51576.32,0,5.14,94.86,236,100,4,0,42,95,ADVANCED,Fondos mutuos; Credito hipotecario; Productos premium; Linea paralela
6906.41,86.22,23064.59,0,30.52,69.48,73,85,3,0,24,83,ADVANCED,Linea paralela; Credito hipotecario; Productos premium
6268.32,78.88,3637.54,1,40.69,59.31,68,73,3,0,31,68,INTERMEDIATE,Credito de consumo; Seguro de proteccion de pagos; Consolidacion de deuda
5432.03,75.69,7608.12,6,50.51,49.49,179,65,4,0,33,64,INTERMEDIATE,Prestamo personal; Seguro de proteccion de pagos; Consolidacion de deuda; Tarjeta de credito inicial
7747.13,84.12,0.0,6,80.62,19.38,0,50,2,0,18,39,BASIC,Debito automatico; Microcredito controlado
8446.18,85.35,8079.4,1,24.4,75.6,187,85,3,0,54,80,ADVANCED,Credito vehicular; Credito hipotecario; Cuenta sueldo premium
8489.37,69.05,35954.14,3,71.27,28.73,165,87,2,0,38,64,BASIC,Debito automatico; Microcredito controlado
5265.77,91.32,23542.45,1,24.4,75.6,176,91,2,0,36,89,ADVANCED,Cuenta sueldo premium; Fondos mutuos
6900.97,75.47,28529.07,1,43.37,56.63,161,85,2,0,38,79,ADVANCED,Productos premium; Linea paralela
13404.74,89.54,59691.37,3,41.81,58.19,115,97,4,0,42,89,ADVANCED,Productos premium; Fondos mutuos; Credito vehicular; Credito hipotecario
15917.55,97.49,64809.79,1,24.3,75.7,134,100,4,0,27,95,ADVANCED,Linea paralela; Credito vehicular; Fondos mutuos; Credito hipotecario
7410.48,60.2,9417.72,1,59.63,40.37,261,72,3,0,41,62,INTERMEDIATE,Credito de consumo; Seguro de proteccion de pagos; Consolidacion de deuda
6005.89,86.12,20834.2,0,38.43,61.57,360,94,3,0,52,87,ADVANCED,Credito vehicular; Fondos mutuos; Cuenta sueldo premium
2674.64,79.4,0.0,0,32.59,67.41,315,73,3,0,53,68,INTERMEDIATE,Consolidacion de deuda; Prestamo personal; Tarjeta de credito inicial
6621.4,78.43,25356.79,2,23.19,76.81,52,82,3,0,27,80,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Fondos mutuos
9429.28,92.72,14276.0,2,54.01,45.99,287,85,3,0,39,79,ADVANCED,Linea paralela; Productos premium; Credito hipotecario
4902.44,89.23,8426.0,1,27.3,72.7,123,87,3,0,40,85,ADVANCED,Credito vehicular; Credito hipotecario; Productos premium
9736.51,86.15,26000.35,2,28.47,71.53,27,87,3,0,21,85,ADVANCED,Linea paralela; Fondos mutuos; Cuenta sueldo premium
4462.0,86.1,0.0,1,36.99,63.01,58,71,3,0,23,68,INTERMEDIATE,Seguro de proteccion de pagos; Prestamo personal; Consolidacion de deuda
3433.06,75.59,1004.56,0,36.96,63.04,59,69,3,0,35,65,INTERMEDIATE,Prestamo personal; Credito de consumo; Tarjeta de credito inicial
7514.69,75.96,29557.75,2,36.57,63.43,187,85,4,0,36,80,ADVANCED,Fondos mutuos; Credito hipotecario; Cuenta sueldo premium; Productos premium
1362.84,92.83,957.49,0,43.85,56.15,57,73,3,0,30,72,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Productos premium
7122.52,94.73,11796.01,1,36.94,63.06,177,85,3,0,40,81,ADVANCED,Linea paralela; Credito hipotecario; Fondos mutuos
6416.37,94.19,0.0,0,34.01,65.99,92,77,2,0,27,73,ADVANCED,Credito vehicular; Linea paralela
11919.83,89.1,23302.46,2,34.65,65.35,181,90,4,0,31,84,ADVANCED,Fondos mutuos; Credito vehicular; Cuenta sueldo premium; Linea paralela
9253.79,54.48,15083.46,0,17.95,82.05,27,59,2,1,19,48,BASIC,Cuenta de ahorro; Microcredito controlado
16579.32,73.52,107366.86,2,78.86,21.14,169,93,2,0,51,67,BASIC,Debito automatico; Programa de educacion financiera
8318.08,69.53,16401.91,0,29.0,71.0,325,68,2,1,62,55,BASIC,Debito automatico; Cuenta de ahorro
8579.1,88.36,7708.01,3,45.47,54.53,226,80,4,0,57,73,ADVANCED,Cuenta sueldo premium; Fondos mutuos; Linea paralela; Credito vehicular
3128.08,79.44,7656.64,1,41.31,58.69,130,79,3,0,32,75,ADVANCED,Linea paralela; Cuenta sueldo premium; Productos premium
5817.41,85.23,33126.79,1,55.34,44.66,232,88,3,0,46,81,ADVANCED,Fondos mutuos; Credito hipotecario; Linea paralela
3988.64,72.26,692.07,2,33.05,66.95,90,51,2,1,35,39,BASIC,Cuenta de ahorro; Ahorro programado
2785.89,92.16,0.0,4,30.59,69.41,52,68,3,0,26,68,INTERMEDIATE,Credito de consumo; Seguro de proteccion de pagos; Tarjeta de credito inicial
8120.33,87.36,39089.99,1,39.62,60.38,360,94,3,0,64,87,ADVANCED,Fondos mutuos; Productos premium; Cuenta sueldo premium
3863.6,62.52,30582.41,1,25.78,74.22,157,69,2,1,33,54,BASIC,Cuenta de ahorro; Debito automatico
13154.93,75.82,0.0,6,63.49,36.51,82,61,4,0,31,56,INTERMEDIATE,Prestamo personal; Credito de consumo; Tarjeta de credito inicial; Seguro de proteccion de pagos
8125.26,79.08,14062.13,2,26.47,73.53,35,77,3,0,22,74,ADVANCED,Fondos mutuos; Credito hipotecario; Cuenta sueldo premium
6008.8,75.82,0.0,0,25.29,74.71,296,76,3,0,54,70,ADVANCED,Fondos mutuos; Productos premium; Credito hipotecario
13574.55,95.49,1503.39,1,70.46,29.54,125,79,2,0,38,59,BASIC,Microcredito controlado; Programa de educacion financiera
